post_id,text,post_text,shared_text,time,image,video,video_thumbnail,video_id,likes,comments,shares,post_url,link,user_id,images
4183582811698940,"New research finds that by using #photovoice, a community-based participatory research methodology, youth in #Uganda highlighted their potential role in contributing to #maternal #health.

Read more: https://bit.ly/2XZFJyV","New research finds that by using #photovoice, a community-based participatory research methodology, youth in #Uganda highlighted their potential role in contributing to #maternal #health.

Read more: https://bit.ly/2XZFJyV",,2021-02-04 13:25:03,https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/146295025_4183582815032273_5545050928600768680_o.jpg?_nc_cat=108&ccb=2&_nc_sid=da1649&_nc_ohc=3SieepcjL9gAX-n7xe2&_nc_ht=scontent.fadd1-1.fna&tp=14&oh=2194fced1f65f6bbaf68c15a57317d9e&oe=6040FFCB,,,,2.0,0.0,0,,https://bit.ly/2XZFJyV,126697227387539,"['https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/146295025_4183582815032273_5545050928600768680_o.jpg?_nc_cat=108&ccb=2&_nc_sid=da1649&_nc_ohc=3SieepcjL9gAX-n7xe2&_nc_ht=scontent.fadd1-1.fna&tp=14&oh=2194fced1f65f6bbaf68c15a57317d9e&oe=6040FFCB', 'https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/146295025_4183582815032273_5545050928600768680_o.jpg?_nc_cat=108&ccb=2&_nc_sid=da1649&_nc_ohc=3SieepcjL9gAX-n7xe2&_nc_ht=scontent.fadd1-1.fna&tp=14&oh=2194fced1f65f6bbaf68c15a57317d9e&oe=6040FFCB', 'https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/146295025_4183582815032273_5545050928600768680_o.jpg?_nc_cat=108&ccb=2&_nc_sid=da1649&_nc_ohc=3SieepcjL9gAX-n7xe2&_nc_ht=scontent.fadd1-1.fna&tp=14&oh=2194fced1f65f6bbaf68c15a57317d9e&oe=6040FFCB']"
4181041485286406,"We cannot overlook #reprohealth and #reprorights when researching the effects of #COVID19. As such, we have an open call for papers on the implications of the virus and pandemic on #SRHR. Submit your paper now!
http://www.srhm.org/call-for-papers-covid19/

SRHM.ORG
Call for Papers: COVID-19","We cannot overlook #reprohealth and #reprorights when researching the effects of #COVID19. As such, we have an open call for papers on the implications of the virus and pandemic on #SRHR. Submit your paper now!
http://www.srhm.org/call-for-papers-covid19/","SRHM.ORG
Call for Papers: COVID-19",2021-02-03 13:25:03,,,,,3.0,0.0,0,https://facebook.com/story.php?story_fbid=4181041485286406&id=126697227387539,http://www.srhm.org/call-for-papers-covid19/,126697227387539,[]
4179768305413724,"Our latest editorial is now available online. Our Editor-in-Chief looks at the last year and goes over the research we published.

Read it here: https://bit.ly/3oDquXj

#SRHR #reprohealth #reprorights #research #editorial #humanrights #UHC #GGR #COVID19 #openissue

TANDFONLINE.COM
A round-up of articles in 2020","Our latest editorial is now available online. Our Editor-in-Chief looks at the last year and goes over the research we published.

Read it here: https://bit.ly/3oDquXj

#SRHR #reprohealth #reprorights #research #editorial #humanrights #UHC #GGR #COVID19 #openissue","TANDFONLINE.COM
A round-up of articles in 2020",2021-02-03 00:41:05,,,,,0.0,0.0,0,https://facebook.com/story.php?story_fbid=4179768305413724&id=126697227387539,https://bit.ly/3oDquXj,126697227387539,[]
4178431158880772,"Evidence of the #health system challenges to promoting respectful maternity care (RMC) is limited in #Ethiopia and globally. This study investigated the health system constraints to RMC in three Southern Ethiopian hospitals. @AntenehAsef

Read it here: https://bit.ly/3qC86PZ","Evidence of the #health system challenges to promoting respectful maternity care (RMC) is limited in #Ethiopia and globally. This study investigated the health system constraints to RMC in three Southern Ethiopian hospitals. @AntenehAsef

Read it here: https://bit.ly/3qC86PZ",,2021-02-02 13:25:03,https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/144413149_4178431162214105_7919230440118320181_o.jpg?_nc_cat=104&ccb=2&_nc_sid=da1649&_nc_ohc=DWZ6IrggZn0AX9Ly1HZ&_nc_ht=scontent.fadd1-1.fna&tp=14&oh=400a955f01f6b106338a56c9d1417ab8&oe=6040A767,,,,3.0,0.0,0,,https://bit.ly/3qC86PZ,126697227387539,"['https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/144413149_4178431162214105_7919230440118320181_o.jpg?_nc_cat=104&ccb=2&_nc_sid=da1649&_nc_ohc=DWZ6IrggZn0AX9Ly1HZ&_nc_ht=scontent.fadd1-1.fna&tp=14&oh=400a955f01f6b106338a56c9d1417ab8&oe=6040A767', 'https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/144413149_4178431162214105_7919230440118320181_o.jpg?_nc_cat=104&ccb=2&_nc_sid=da1649&_nc_ohc=DWZ6IrggZn0AX9Ly1HZ&_nc_ht=scontent.fadd1-1.fna&tp=14&oh=400a955f01f6b106338a56c9d1417ab8&oe=6040A767', 'https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/144413149_4178431162214105_7919230440118320181_o.jpg?_nc_cat=104&ccb=2&_nc_sid=da1649&_nc_ohc=DWZ6IrggZn0AX9Ly1HZ&_nc_ht=scontent.fadd1-1.fna&tp=14&oh=400a955f01f6b106338a56c9d1417ab8&oe=6040A767']"
4176874072369814,President Biden repeals the Global Gag Rule - https://mailchi.mp/c0533878aec1/your-april-newsletter-from-srhm-5030254,President Biden repeals the Global Gag Rule - https://mailchi.mp/c0533878aec1/your-april-newsletter-from-srhm-5030254,,2021-02-01 21:48:36,https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/143674227_4176874079036480_7293916439557046648_n.png?_nc_cat=111&ccb=2&_nc_sid=2d5d41&_nc_ohc=Un7Bvueij_YAX_1bkN3&_nc_ht=scontent.fadd1-1.fna&oh=eef8f7d1e29a86153e0a20dee28b22ff&oe=604393B2,,,,1.0,0.0,0,,https://mailchi.mp/c0533878aec1/your-april-newsletter-from-srhm-5030254,126697227387539,"['https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/143674227_4176874079036480_7293916439557046648_n.png?_nc_cat=111&ccb=2&_nc_sid=2d5d41&_nc_ohc=Un7Bvueij_YAX_1bkN3&_nc_ht=scontent.fadd1-1.fna&oh=eef8f7d1e29a86153e0a20dee28b22ff&oe=604393B2', 'https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/143674227_4176874079036480_7293916439557046648_n.png?_nc_cat=111&ccb=2&_nc_sid=2d5d41&_nc_ohc=Un7Bvueij_YAX_1bkN3&_nc_ht=scontent.fadd1-1.fna&oh=eef8f7d1e29a86153e0a20dee28b22ff&oe=604393B2', 'https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/143674227_4176874079036480_7293916439557046648_n.png?_nc_cat=111&ccb=2&_nc_sid=2d5d41&_nc_ohc=Un7Bvueij_YAX_1bkN3&_nc_ht=scontent.fadd1-1.fna&oh=eef8f7d1e29a86153e0a20dee28b22ff&oe=604393B2']"
4168992773157944,"Call for papers that explore strategies for introducing and scaling up access to self-care interventions for #SRHR, with a specific focus on the needs & rights of vulnerable populations. Submissions accepted until 31 March (extended deadline!).
http://www.srhm.org/call-for-papers-self-care-interventions/

SRHM.ORG
Call for papers: Self-care interventions","Call for papers that explore strategies for introducing and scaling up access to self-care interventions for #SRHR, with a specific focus on the needs & rights of vulnerable populations. Submissions accepted until 31 March (extended deadline!).
http://www.srhm.org/call-for-papers-self-care-interventions/","SRHM.ORG
Call for papers: Self-care interventions",2021-01-29 19:25:12,,,,,0.0,0.0,0,https://facebook.com/story.php?story_fbid=4168992773157944&id=126697227387539,http://www.srhm.org/call-for-papers-self-care-interventions/,126697227387539,[]
4168992789824609,"Call for papers that explore strategies for introducing and scaling up access to self-care interventions for #SRHR, with a specific focus on the needs & rights of vulnerable populations. Submissions accepted until 31 March (extended deadline!).
http://www.srhm.org/call-for-papers-self-care-interventions/

SRHM.ORG
Call for papers: Self-care interventions","Call for papers that explore strategies for introducing and scaling up access to self-care interventions for #SRHR, with a specific focus on the needs & rights of vulnerable populations. Submissions accepted until 31 March (extended deadline!).
http://www.srhm.org/call-for-papers-self-care-interventions/","SRHM.ORG
Call for papers: Self-care interventions",2021-01-29 19:25:12,,,,,3.0,0.0,0,https://facebook.com/story.php?story_fbid=4168992789824609&id=126697227387539,http://www.srhm.org/call-for-papers-self-care-interventions/,126697227387539,[]
4165485616841993,"Unwanted pregnancy and unsafe #abortion contribute significantly to the burden of #maternal suffering in the #DRC. This study aims to understand women and girls' health-seeking behaviour and to identify barriers in accessing care. @MSFsci

Read more: https://bit.ly/3iw0mMF","Unwanted pregnancy and unsafe #abortion contribute significantly to the burden of #maternal suffering in the #DRC. This study aims to understand women and girls' health-seeking behaviour and to identify barriers in accessing care. @MSFsci

Read more: https://bit.ly/3iw0mMF",,2021-01-28 13:25:04,https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/143639524_4165485620175326_824503714245551428_o.jpg?_nc_cat=102&ccb=2&_nc_sid=da1649&_nc_ohc=DsqEjoNPF94AX-jhxkn&_nc_ht=scontent.fadd1-1.fna&tp=14&oh=ecdb46744ddadff818c1dc66c6221562&oe=60419AFC,,,,3.0,0.0,0,,https://bit.ly/3iw0mMF,126697227387539,"['https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/143639524_4165485620175326_824503714245551428_o.jpg?_nc_cat=102&ccb=2&_nc_sid=da1649&_nc_ohc=DsqEjoNPF94AX-jhxkn&_nc_ht=scontent.fadd1-1.fna&tp=14&oh=ecdb46744ddadff818c1dc66c6221562&oe=60419AFC', 'https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/143639524_4165485620175326_824503714245551428_o.jpg?_nc_cat=102&ccb=2&_nc_sid=da1649&_nc_ohc=DsqEjoNPF94AX-jhxkn&_nc_ht=scontent.fadd1-1.fna&tp=14&oh=ecdb46744ddadff818c1dc66c6221562&oe=60419AFC', 'https://scontent.fadd1-1.fna.fbcdn.net/v/t1.0-9/fr/cp0/e15/q65/143639524_4165485620175326_824503714245551428_o.jpg?_nc_cat=102&ccb=2&_nc_sid=da1649&_nc_ohc=DsqEjoNPF94AX-jhxkn&_nc_ht=scontent.fadd1-1.fna&tp=14&oh=ecdb46744ddadff818c1dc66c6221562&oe=60419AFC']"
4162534263803795,"Call for papers: submit your paper before March 31 for the #SouthAsia regional issue on Sexual and Reproductive Health and Rights. Papers especially welcome on key #SRHR issues from activists based in the region. See full details at: http://www.srhm.org/call-for-papers-south-asia/

SRHM.ORG
Call for papers: South Asia",Call for papers: submit your paper before March 31 for the #SouthAsia regional issue on Sexual and Reproductive Health and Rights. Papers especially welcome on key #SRHR issues from activists based in the region. See full details at: http://www.srhm.org/call-for-papers-south-asia/,"SRHM.ORG
Call for papers: South Asia",2021-01-27 12:25:07,,,,,1.0,0.0,0,https://facebook.com/story.php?story_fbid=4162534263803795&id=126697227387539,http://www.srhm.org/call-for-papers-south-asia/,126697227387539,[]
4160594750664413,"Last July, #BurkinaFaso improved equity and access to #familyplanning by extending ‘Gratuité’ – a user fee exemption scheme for women and children under 5 years of age – to make services free of charge in all public facilities.

Read more: http://bit.ly/39R4QK0
@ThinkWellGlobal

SRHM.ORG
Rolling out free family planning in Burkina Faso is improving choice, but who will pay?","Last July, #BurkinaFaso improved equity and access to #familyplanning by extending ‘Gratuité’ – a user fee exemption scheme for women and children under 5 years of age – to make services free of charge in all public facilities.

Read more: http://bit.ly/39R4QK0
@ThinkWellGlobal","SRHM.ORG
Rolling out free family planning in Burkina Faso is improving choice, but who will pay?",2021-01-26 19:25:11,,,,,0.0,0.0,0,https://facebook.com/story.php?story_fbid=4160594750664413&id=126697227387539,https://bit.ly/39R4QK0,126697227387539,[]
